Link ID,Start Node,Start Node Eastings,Start Node Northings,End Node,End Node Eastings,End Node Northings,Region,Road Type
722-50059,722,834038.674,816345.067,50059,833862.7,816441.553,HK,MAJOR ROUTE
724-722,724,834148.783,816250.647,722,834038.674,816345.067,HK,URBAN ROAD
752-875,752,835099.22,815634.373,875,834918.334,815759.379,HK,URBAN ROAD
756-752,756,835352.749,815640.774,752,835099.22,815634.373,HK,URBAN ROAD
760-756,760,835602.186,815600.695,756,835352.749,815640.774,HK,URBAN ROAD
762-50078,762,836029.641,815629.493,50078,836298.985,815671.02,HK,MAJOR ROUTE
781-50098,781,836585.353,815155.819,50098,836705.363,815357.127,HK,MAJOR ROUTE
786-7861,786,836793.573,815852.754,7861,836714.038,815819.064,HK,URBAN ROAD
787-788,787,836656.904,815755.248,788,836606.459,815875.71,HK,MAJOR ROUTE
787-7882,787,836656.904,815755.248,7882,836603.538,815878.324,HK,MAJOR ROUTE
787-50179,787,836656.904,815755.248,50179,836362.957,815673.882,HK,MAJOR ROUTE
788-868,788,836606.459,815875.71,868,836682.388,815883.302,HK,MAJOR ROUTE
789-7908,789,836748.301,815908.341,7908,836950.758,815938.449,HK,URBAN ROAD
793-877,793,837428.196,816174.589,877,837616.85,816570.66,HK,MAJOR ROUTE
793-7918,793,837434.612,816161.378,7918,837006.391,815940.388,HK,URBAN ROAD
811-818,811,838249.981,817134.408,818,838881.248,817243.884,HK,MAJOR ROUTE
818-821,818,838881.248,817243.884,821,839406.398,817161.385,HK,MAJOR ROUTE
821-50107,821,839406.398,817161.385,50107,839823.434,816928.645,HK,MAJOR ROUTE
868-870,868,836682.388,815883.302,870,836803.159,815997.652,HK,MAJOR ROUTE
870-4651,870,836803.159,815997.652,4651,836884.007,816087.665,HK,MAJOR ROUTE
875-3402,875,834918.334,815759.379,3402,834754.135,815848.947,HK,URBAN ROAD
877-46498,877,837616.85,816570.66,46498,837982.489,816997.558,HK,MAJOR ROUTE
877-793,877,837626.399,816561.52,793,837434.612,816161.378,HK,MAJOR ROUTE
893-4652,893,832738.968,816762.428,4652,833101.677,816778.101,HK,MAJOR ROUTE
896-724,896,834264.546,816083.739,724,834148.783,816250.647,HK,URBAN ROAD
910-931,910,840060.004,816792.715,931,840101.178,816617.612,HK,MAJOR ROUTE
930-931,930,840495.49,816655.752,931,839976.076,816575.425,HK,MAJOR ROUTE
930-9101,930,840495.49,816655.752,9101,840052.115,816777.46,HK,MAJOR ROUTE
931-4650,931,839976.076,816575.425,4650,839919.319,816768.747,HK,MAJOR ROUTE
3006-30069,3006,834913.16,818626.797,30069,834823.46,818955.081,K,URBAN ROAD
3010-888301,3010,835020.456,819072.594,888301,834711.437,818893.39,K,URBAN ROAD
3363-3369,3363,839521.209,820694.514,3369,839269.874,820683.627,K,URBAN ROAD
3368-88810,3368,839344.209,820099.964,88810,839314.866,820127.978,K,MAJOR ROUTE
3369-33691,3369,839269.874,820683.627,33691,839284.825,820586.955,K,URBAN ROAD
3369-3370,3369,839269.874,820683.627,3370,839125.949,820671.968,K,URBAN ROAD
3370-34211,3370,839125.949,820671.968,34211,838961.948,820481.832,K,URBAN ROAD
3393-88817,3393,838680.921,821720.124,88817,839074.865,821794.406,K,MAJOR ROUTE
3395-3393,3395,838185.484,821426.384,3393,838680.921,821720.124,K,MAJOR ROUTE
3402-8979,3402,834754.135,815848.947,8979,834575.127,815899.799,HK,URBAN ROAD
3417-3681,3417,837789.141,821018.42,3681,837968.472,821192.37,K,URBAN ROAD
3419-3417,3419,837531.387,820885.152,3417,837789.141,821018.42,K,URBAN ROAD
3450-34502,3450,837010.873,818912.021,34502,836989.173,818891.055,K,URBAN ROAD
3453-46312,3453,836694.153,818344.939,46312,836633.89,818130.091,K,MAJOR ROUTE
3457-3664,3457,836587.973,817767.834,3664,836446.718,817636.666,K,MAJOR ROUTE
3458-88819,3458,836100.641,817358.907,88819,835948.908,817311.201,K,URBAN ROAD
3459-3615,3459,835807.883,817301.615,3615,835632.686,817301.908,K,URBAN ROAD
3460-78201,3460,835579.522,817480.928,78201,835418.623,817893.881,K,URBAN ROAD
3470-3006,3470,834889.426,818187.326,3006,834913.16,818626.797,K,URBAN ROAD
3480-88818,3480,836458.317,818948.326,88818,836976.843,818412.791,K,URBAN ROAD
3480-888302,3480,836458.317,818948.326,888302,836661.066,818660.839,K,MAJOR ROUTE
3483-88825,3483,836440.024,819826.139,88825,836306.663,819564.477,K,MAJOR ROUTE
3484-4640,3484,836273.929,819369.685,4640,836269.025,819339.592,K,MAJOR ROUTE
3488-3489,3488,836967.085,820564.744,3489,837168.318,820663.995,K,URBAN ROAD
3489-88816,3489,837168.318,820663.995,88816,837353.75,820779.14,K,URBAN ROAD
3491-3010,3491,835320.029,818933.626,3010,835020.456,819072.594,K,URBAN ROAD
3498-3499,3498,835269.643,819039.869,3499,835203.267,819239.124,K,URBAN ROAD
3499-88822,3499,835203.267,819239.124,88822,835098.871,819181.09,K,URBAN ROAD
3500-3499,3500,835453.715,819296.604,3499,835203.267,819239.124,K,URBAN ROAD
3502-3500,3502,835629.414,819329.703,3500,835453.715,819296.604,K,URBAN ROAD
3503-3502,3503,835971.906,819718.872,3502,835629.414,819329.703,K,URBAN ROAD
3504-888231,3504,836128.396,819945.362,888231,836009.355,819775.102,K,URBAN ROAD
3505-3504,3505,836334.997,820230.44,3504,836128.396,819945.362,K,URBAN ROAD
3506-3483,3506,836482.181,819918.657,3483,836440.024,819826.139,K,MAJOR ROUTE
3615-3460,3615,835632.686,817301.908,3460,835579.522,817480.928,K,URBAN ROAD
3632-46322,3632,842224.694,818075.31,46322,842034.07,817933.434,K,MAJOR ROUTE
3633-3632,3633,842093.024,818642.008,3632,842224.694,818075.31,K,MAJOR ROUTE
3637-888151,3637,841500.294,818838.784,888151,842053.671,818696.967,K,MAJOR ROUTE
3639-88814,3639,840935.412,818601.61,88814,841123.667,818587.958,K,MAJOR ROUTE
3643-88813,3643,839537.601,819872.588,88813,839988.562,819731.898,K,MAJOR ROUTE
3644-3690,3644,839174.133,821171.9,3690,839111.955,820458.628,K,MAJOR ROUTE
3651-4632,3651,841880.892,817878.688,4632,842015.881,817960.926,HK,MAJOR ROUTE
3664-3458,3664,836446.718,817636.666,3458,836100.641,817358.907,K,URBAN ROAD
3681-3395,3681,837968.472,821192.37,3395,838185.484,821426.384,K,URBAN ROAD
3690-3643,3690,839111.955,820458.628,3643,839537.601,819872.588,K,MAJOR ROUTE
3692-46332,3692,834538.393,818512.558,46332,834395.219,818269.104,K,MAJOR ROUTE
3715-3457,3715,837030.317,817998.638,3457,836587.973,817767.834,K,MAJOR ROUTE
4640-4643,4640,836269.025,819339.592,4643,836380.592,819078.673,K,MAJOR ROUTE
4643-3480,4643,836380.592,819078.673,3480,836458.317,818948.326,K,MAJOR ROUTE
4644-88801,4644,835228.606,819561.765,88801,835232.243,819528.557,K,MAJOR ROUTE
4646-88806,4646,836422.941,820573.545,88806,836421.253,820544.801,K,URBAN ROAD
4647-46478,4647,836609.24,814749.535,46478,836600.096,814778.361,HK,MAJOR ROUTE
4648-46488,4648,835776.133,815604.834,46488,835804.774,815605.457,HK,MAJOR ROUTE
4649-46497,4649,838019.353,817012.047,46497,837992.283,816985.248,HK,MAJOR ROUTE
4649-46499,4649,838010.672,817025.768,46499,838040.608,817047.877,HK,MAJOR ROUTE
4650-3651,4650,839919.319,816768.747,3651,841880.892,817878.688,HK,MAJOR ROUTE
4651-4631,4651,836884.007,816087.665,4631,836599.836,818132.347,HK,MAJOR ROUTE
4652-4633,4652,833101.677,816778.101,4633,834364.207,818290.731,HK,MAJOR ROUTE
5011-50119,5011,840851.058,816261.521,50119,840850.736,816287.253,HK,MAJOR ROUTE
7861-7871,7861,836714.038,815819.064,7871,836643.102,815784.132,HK,URBAN ROAD
7861-50179,7861,836714.038,815819.064,50179,836362.957,815673.882,HK,URBAN ROAD
7871-7881,7871,836643.102,815784.132,7881,836592.753,815897.731,HK,URBAN ROAD
7881-870,7881,836592.753,815897.731,870,836803.159,815997.652,HK,MAJOR ROUTE
7891-789,7881,836701.913,815918.062,789,836748.301,815908.341,HK,MAJOR ROUTE
7882-7891,7882,836603.538,815878.324,7891,836701.913,815918.062,HK,MAJOR ROUTE
7883-7891,7883,836596.707,815890.625,7891,836701.913,815918.062,HK,MAJOR ROUTE
7908-7909,7908,836950.758,815938.449,7909,837000.797,815961.774,HK,URBAN ROAD
7909-793,7909,837000.797,815961.774,793,837428.196,816174.589,HK,URBAN ROAD
7918-7919,7918,837006.391,815940.388,7919,836956.857,815917.381,HK,URBAN ROAD
7919-786,7919,836956.857,815917.381,786,836793.573,815852.754,HK,URBAN ROAD
8111-46495,8111,838254.2,817119.959,46495,838048.299,817035.81,HK,MAJOR ROUTE
8182-8111,8182,838886.659,817228.946,8111,838254.2,817119.959,HK,MAJOR ROUTE
8212-8182,8212,839401.015,817147.538,8182,838886.659,817228.946,HK,MAJOR ROUTE
8978-896,8978,834523.708,815916.074,896,834264.546,816083.739,HK,URBAN ROAD
8979-8978,8979,834575.127,815899.799,8978,834523.708,815916.074,HK,URBAN ROAD
9101-50108,9101,840052.115,816777.46,50108,839863.478,816886.033,HK,MAJOR ROUTE
30069-888301,30069,834823.46,818955.081,888301,834711.437,818893.39,K,URBAN ROAD
33671-3363,33671,839539.341,820612.792,3363,839521.209,820694.514,K,URBAN ROAD
33681-3643,33681,839352.89,820107.684,3643,839537.601,819872.588,K,MAJOR ROUTE
33691-33671,33691,839284.825,820586.955,33671,839539.341,820612.792,K,URBAN ROAD
33701-3369,33701,839125.854,820681.893,3369,839269.874,820683.627,K,URBAN ROAD
34211-33681,34211,838961.948,820481.832,33681,839352.89,820107.684,K,MAJOR ROUTE
34212-34213,34212,839032.263,820399.522,34213,838795.019,820547.703,K,MAJOR ROUTE
34212-33701,34212,839032.263,820399.522,33701,839125.854,820681.893,K,URBAN ROAD
34213-34222,34213,838795.019,820547.703,34222,837777.736,820479.786,K,MAJOR ROUTE
34214-34211,34214,838796.309,820560.136,34211,838961.948,820481.832,K,MAJOR ROUTE
34221-34214,34221,837768.505,820483.126,34214,838796.309,820560.136,K,MAJOR ROUTE
34222-888241,34222,837777.736,820479.786,888241,837675.498,820244.302,K,MAJOR ROUTE
34371-88821,34371,837346.446,819464.44,88821,837650.4,820182.864,K,MAJOR ROUTE
34372-3450,34372,837354.848,819455.342,3450,837010.873,818912.021,K,MAJOR ROUTE
34481-34371,34481,837004.89,818935.405,34371,837346.446,819464.44,K,MAJOR ROUTE
34501-34481,34501,836830.285,818807.735,34481,837004.89,818935.405,K,URBAN ROAD
34502-88812,34502,836989.173,818891.055,88812,836747.719,818732.879,K,URBAN ROAD
34551-34554,34551,836573.237,818583.439,34554,836683.275,818691.309,K,URBAN ROAD
34552-88803,34552,836588.377,818563.869,88803,836458.943,818526.587,K,URBAN ROAD
34554-34501,34554,836683.275,818691.309,34501,836830.285,818807.735,K,URBAN ROAD
34554-888302,34554,836683.275,818691.309,888302,836661.066,818660.839,K,URBAN ROAD
34781-36662,34781,836398.307,818543.592,36662,835997.232,818679.961,K,URBAN ROAD
34783-88805,34783,836432.903,818548.685,88805,836463.722,818544.811,K,URBAN ROAD
34982-36661,34982,835297.849,819038.497,36661,836000.337,818685.152,K,URBAN ROAD
35071-3488,35071,836398.278,820324.278,3488,836967.085,820564.744,K,URBAN ROAD
35071-3505,35071,836398.278,820324.278,3505,836334.997,820230.44,K,URBAN ROAD
36511-46502,36511,841899.095,817854.503,46502,839931.964,816756.4,K,MAJOR ROUTE
36661-34783,36661,836000.337,818685.152,34783,836432.903,818548.685,K,URBAN ROAD
36662-3498,36662,835997.232,818679.961,3498,835269.643,819039.869,K,URBAN ROAD
36821-3491,36821,835268.36,819250.732,3491,835320.029,818933.626,K,URBAN ROAD
36821-34982,36821,835268.36,819250.732,34982,835297.849,819038.497,K,MAJOR ROUTE
46312-46319,46312,836633.89,818130.091,46319,836650.693,817917.971,K,MAJOR ROUTE
46319-46512,46319,836650.693,817917.971,46512,836893.978,816083.846,K,MAJOR ROUTE
46322-36511,46322,842034.07,817933.434,36511,841899.095,817854.503,K,MAJOR ROUTE
46332-46522,46332,833112.038,816768.056,46522,834395.219,818269.104,K,MAJOR ROUTE
46478-46479,46478,836600.096,814778.361,46479,836538.931,814955.598,HK,MAJOR ROUTE
46479-781,46479,836538.931,814955.598,781,836585.353,815155.819,HK,MAJOR ROUTE
46488-762,46488,835804.774,815605.457,762,836029.641,815629.493,HK,MAJOR ROUTE
46495-4649,46495,838048.299,817035.81,4649,838019.353,817012.047,HK,MAJOR ROUTE
46497-877,46497,837992.283,816985.248,877,837626.399,816561.52,HK,MAJOR ROUTE
46498-4649,46498,837982.489,816997.558,4649,838010.672,817025.768,HK,MAJOR ROUTE
46499-811,46499,838040.608,817047.877,811,838249.981,817134.408,HK,MAJOR ROUTE
50018-760,50018,835747.625,815588.61,760,835602.186,815600.695,HK,MAJOR ROUTE
50019-50018,50019,835803.901,815589.008,50018,835747.625,815588.61,HK,MAJOR ROUTE
50045-50049,50045,833566.611,816541.012,50049,833323.351,816607.564,HK,MAJOR ROUTE
50048-893,50048,833272.432,816617.227,893,832738.968,816762.428,HK,MAJOR ROUTE
50049-50048,50049,833323.351,816607.564,50048,833272.432,816617.227,HK,MAJOR ROUTE
50058-50045,50058,833814.842,816458.312,50045,833566.611,816541.012,HK,MAJOR ROUTE
50059-50058,50059,833862.7,816441.553,50058,833814.842,816458.312,HK,MAJOR ROUTE
50076-7881,50076,836551.318,815844.419,7881,836592.753,815897.731,HK,MAJOR ROUTE
50076-7883,50076,836551.318,815844.419,7883,836596.707,815890.625,HK,MAJOR ROUTE
50078-50079,50078,836298.985,815671.02,50079,836349.024,815690.857,HK,MAJOR ROUTE
50079-50076,50079,836349.205,815690.862,50076,836551.318,815844.419,HK,MAJOR ROUTE
50098-50099,50098,836705.363,815357.127,50099,836708.043,815420.557,HK,MAJOR ROUTE
50099-787,50099,836708.043,815420.557,787,836656.904,815755.248,HK,MAJOR ROUTE
50106-8212,50106,839816.873,816917.947,8212,839401.015,817147.538,HK,MAJOR ROUTE
50107-50109,50107,839823.434,816928.645,50109,839875.054,816894.55,HK,MAJOR ROUTE
50108-50106,50108,839863.478,816886.033,50106,839816.873,816917.947,HK,MAJOR ROUTE
50109-910,50109,839875.054,816894.55,910,840060.004,816792.63,HK,MAJOR ROUTE
50119-930,50119,840850.736,816287.253,930,840495.49,816655.752,HK,MAJOR ROUTE
50178-50019,50178,836297.644,815654.668,50019,835803.901,815589.008,HK,MAJOR ROUTE
50179-50178,50179,836362.957,815673.882,50178,836297.644,815654.668,HK,MAJOR ROUTE
78201-88820,78201,835418.623,817893.881,88820,835350.224,818078.55,K,URBAN ROAD
88801-36821,88801,835232.243,819528.557,36821,835268.36,819250.732,K,MAJOR ROUTE
88803-34781,88803,836458.943,818526.587,34781,836398.307,818543.592,K,URBAN ROAD
88805-34551,88805,836463.722,818544.811,34551,836573.237,818583.439,K,URBAN ROAD
88806-88807,88806,836421.253,820544.801,88807,836418.558,820503.762,K,URBAN ROAD
88807-3506,88807,836418.558,820503.762,3506,836482.181,819918.657,K,URBAN ROAD
88807-35071,88807,836418.558,820503.762,35071,836398.278,820324.278,K,URBAN ROAD
88810-34212,88810,839314.866,820127.978,34212,839032.263,820399.522,K,MAJOR ROUTE
88812-88827,88812,836747.719,818732.879,88827,836712.602,818694.748,K,URBAN ROAD
88813-888131,88813,839988.562,819731.898,888131,840039.042,819687.873,K,MAJOR ROUTE
88814-888141,88814,841123.667,818587.958,888141,841171.818,818619.044,K,MAJOR ROUTE
88816-888161,88816,837353.75,820779.14,888161,837403.608,820809.184,K,URBAN ROAD
88817-888171,88817,839074.865,821794.406,888171,839124.326,821765.411,K,MAJOR ROUTE
88818-888181,88818,836976.843,818412.791,888181,837009.054,818365.583,K,URBAN ROAD
88819-888191,88819,835948.908,817311.201,888191,835889.633,817306.075,K,URBAN ROAD
88820-888201,88820,835350.224,818078.55,888201,835346.075,818138.176,K,URBAN ROAD
88821-888211,88821,837650.4,820182.864,888211,837668.17,820248.692,K,MAJOR ROUTE
88822-888221,88822,835098.871,819181.09,888221,835058.429,819127.715,K,URBAN ROAD
88824-34372,88824,837662.065,820185.169,34372,837354.848,819455.342,K,MAJOR ROUTE
88825-3484,88825,836306.663,819564.477,3484,836273.929,819369.685,K,MAJOR ROUTE
88827-34552,88827,836712.602,818694.748,34552,836588.377,818563.869,K,URBAN ROAD
88827-888303,88827,836712.602,818694.748,888303,836748.998,818560.257,K,URBAN ROAD
888131-3639,888131,840039.042,819687.873,3639,840935.412,818601.61,K,MAJOR ROUTE
888141-3637,888141,841171.818,818619.044,3637,841500.294,818838.784,K,MAJOR ROUTE
888151-3633,888151,842053.671,818696.967,3633,842093.024,818642.008,K,MAJOR ROUTE
888161-3419,888161,837403.608,820809.184,3419,837531.387,820885.152,K,URBAN ROAD
888171-3644,888171,839124.326,821765.411,3644,839174.133,821171.9,K,MAJOR ROUTE
888181-3715,888181,837009.054,818365.583,3715,837030.317,817998.638,K,URBAN ROAD
888191-3459,888191,835889.633,817306.075,3459,835807.883,817301.615,K,URBAN ROAD
888201-3470,888201,835346.075,818138.176,3470,834889.426,818187.326,K,URBAN ROAD
888211-34221,888211,837668.17,820248.692,34221,837768.505,820483.126,K,MAJOR ROUTE
888221-3010,888221,835058.429,819127.715,3010,835020.456,819072.594,K,URBAN ROAD
888231-3503,888231,836009.355,819775.102,3503,835971.906,819718.872,K,URBAN ROAD
888241-88824,888241,837675.498,820244.302,88824,837662.065,820185.169,K,MAJOR ROUTE
888301-3692,888301,834711.437,818893.39,3692,834538.393,818512.558,K,MAJOR ROUTE
888302-888303,888302,836661.066,818660.839,888303,836748.998,818560.257,K,MAJOR ROUTE
888303-3453,888303,836748.998,818560.257,3453,836694.153,818344.939,K,MAJOR ROUTE
991001-992001,991001,839366.623,831956.751,992001,839383.2297,831945.6056,ST,MAJOR ROUTE
991002-992004,991002,839779.5942,831665.8416,992004,839795.1736,831653.3068,ST,MAJOR ROUTE
991003-992007,991003,840045.5985,830856.5948,992007,840041.9818,830836.9245,ST,MAJOR ROUTE
991004-992010,991004,839626.6447,829640.6637,992010,839609.108,829631.0478,ST,MAJOR ROUTE
991005-992013,991005,839405.757,829500.7652,992013,839389.8365,829488.6599,ST,MAJOR ROUTE
991006-992016,991006,840070.5651,830019.7784,992016,840085.3499,830006.3124,ST,MAJOR ROUTE
991007-992019,991007,840490.1867,829644.7296,992019,840502.6709,829629.1446,ST,MAJOR ROUTE
991008-992022,991008,839952.6525,828933.4681,992022,839939.9847,828917.9914,ST,MAJOR ROUTE
991009-992025,991009,839637.9304,828139.0579,992025,839639.9199,828119.1577,ST,MAJOR ROUTE
991010-992028,991010,839740.3615,827835.4641,992028,839748.5206,827817.2041,ST,MAJOR ROUTE
991011-992031,991011,839804.9982,827644.9759,992031,839806.8037,827625.0576,ST,MAJOR ROUTE
991012-992034,991012,839711.674,826746.8869,992034,839714.466,826727.0828,ST,MAJOR ROUTE
991013-992037,991013,839807.1027,826543.7115,992037,839821.5224,826529.8525,ST,MAJOR ROUTE
991015-992042,991015,839111.0813,829209.2483,992042,839098.9246,829193.3671,ST,MAJOR ROUTE
991016-992045,991016,838796.4868,828696.9862,992045,838785.95,828679.9869,ST,MAJOR ROUTE
991017-992048,991017,838612.2601,828386.4564,992048,838603.3507,828368.5505,ST,MAJOR ROUTE
991018-992051,991018,837938.7638,827712.2549,992051,837924.3189,827698.4222,ST,MAJOR ROUTE
